Food Name,Ingredients,Detected Allergens,Risk Level,Notes,Alternative Suggestions
Kung Pao Chicken,"Chicken, Peanuts, Soy Sauce","Chicken, Peanuts, Soy Sauce",High Risk,"⚠️ High Risk: Contains Chicken, Peanuts, Soy Sauce. Avoid if allergic!","Sunflower Butter, Almond Butter"
Shrimp Fried Rice,"Rice, Shrimp, Eggs, Vegetables","Shrimp, Vegetables",High Risk,"⚠️ High Risk: Contains Shrimp, Vegetables. Avoid if allergic!",
Chilli Paneer,"Paneer, Capsicum, Soy Sauce","Paneer, Soy Sauce",High Risk,"⚠️ High Risk: Contains Paneer, Soy Sauce. Avoid if allergic!",
Veg Hakka Noodles,"Wheat, Vegetables, Soy Sauce","Wheat, Vegetables",High Risk,"⚠️ High Risk: Contains Wheat, Vegetables. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Peking Duck,"Duck, Soy Sauce, Hoisin Sauce","Soy Sauce, Duck, Hoisin Sauce",High Risk,"⚠️ High Risk: Contains Soy Sauce, Duck, Hoisin Sauce. Avoid if allergic!",
Dhokla,"Chickpea Flour, Yogurt",Chickpea Flour,Medium Risk,⚠️ Medium Risk: Contains Chickpea Flour. Avoid if allergic!,
Chow Mein,"Wheat, Vegetables, Soy Sauce","Vegetables, Soy Sauce, Wheat",High Risk,"⚠️ High Risk: Contains Vegetables, Soy Sauce, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Idli Sambar,"Rice, Lentils, Vegetables",Vegetables,Medium Risk,⚠️ Medium Risk: Contains Vegetables. Avoid if allergic!,
Veg Hakka Noodles,"Wheat, Vegetables, Soy Sauce","Wheat, Soy Sauce",High Risk,"⚠️ High Risk: Contains Wheat, Soy Sauce. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Dhokla,"Chickpea Flour, Yogurt",Yogurt,Medium Risk,⚠️ Medium Risk: Contains Yogurt. Avoid if allergic!,
Dhokla,"Chickpea Flour, Yogurt","Chickpea Flour, Yogurt",High Risk,"⚠️ High Risk: Contains Chickpea Flour, Yogurt. Avoid if allergic!",
Masala Dosa,"Rice, Lentils, Potatoes",Potatoes,Medium Risk,⚠️ Medium Risk: Contains Potatoes. Avoid if allergic!,
Schezwan Fried Rice,"Rice, Schezwan Sauce, Vegetables","Vegetables, Rice, Schezwan Sauce",High Risk,"⚠️ High Risk: Contains Vegetables, Rice, Schezwan Sauce. Avoid if allergic!",
Momos,"Wheat, Vegetables, Chicken","Chicken, Vegetables",High Risk,"⚠️ High Risk: Contains Chicken, Vegetables. Avoid if allergic!",
Malai Kofta,"Paneer, Cream, Spices",Cream,Medium Risk,⚠️ Medium Risk: Contains Cream. Avoid if allergic!,
Gobi Manchurian,"Cauliflower, Cornflour, Soy Sauce, Garlic",Soy Sauce,Medium Risk,⚠️ Medium Risk: Contains Soy Sauce. Avoid if allergic!,
Fried Wontons,"Wheat, Vegetables, Soy Sauce","Soy Sauce, Wheat",High Risk,"⚠️ High Risk: Contains Soy Sauce, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Mapo Tofu,"Tofu, Soy Sauce, Sichuan Pepper","Sichuan Pepper, Soy Sauce",High Risk,"⚠️ High Risk: Contains Sichuan Pepper, Soy Sauce. Avoid if allergic!",
Paneer Tikka,"Paneer, Yogurt, Spices",Yogurt,Medium Risk,⚠️ Medium Risk: Contains Yogurt. Avoid if allergic!,
Chicken 65,"Chicken, Cornflour, Spices",Chicken,Medium Risk,⚠️ Medium Risk: Contains Chicken. Avoid if allergic!,
Dhokla,"Chickpea Flour, Yogurt",Chickpea Flour,Medium Risk,⚠️ Medium Risk: Contains Chickpea Flour. Avoid if allergic!,
Manchow Soup,"Vegetables, Soy Sauce, Garlic",Soy Sauce,Medium Risk,⚠️ Medium Risk: Contains Soy Sauce. Avoid if allergic!,
Kung Pao Chicken,"Chicken, Peanuts, Soy Sauce","Peanuts, Chicken",High Risk,"⚠️ High Risk: Contains Peanuts, Chicken. Avoid if allergic!","Sunflower Butter, Almond Butter"
Gobi Manchurian,"Cauliflower, Cornflour, Soy Sauce, Garlic","Soy Sauce, Garlic, Cauliflower",High Risk,"⚠️ High Risk: Contains Soy Sauce, Garlic, Cauliflower. Avoid if allergic!",
Pav Bhaji,"Vegetables, Butter, Bread","Bread, Vegetables, Butter",High Risk,"⚠️ High Risk: Contains Bread, Vegetables, Butter. Avoid if allergic!",
Momos,"Wheat, Vegetables, Chicken","Vegetables, Wheat",High Risk,"⚠️ High Risk: Contains Vegetables, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Fried Wontons,"Wheat, Vegetables, Soy Sauce","Vegetables, Soy Sauce, Wheat",High Risk,"⚠️ High Risk: Contains Vegetables, Soy Sauce, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Masala Dosa,"Rice, Lentils, Potatoes",Potatoes,Medium Risk,⚠️ Medium Risk: Contains Potatoes. Avoid if allergic!,
Spring Rolls,"Wheat, Vegetables, Soy Sauce","Soy Sauce, Vegetables, Wheat",High Risk,"⚠️ High Risk: Contains Soy Sauce, Vegetables, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Peanut Chikki,"Peanuts, Jaggery","Peanuts, Jaggery",High Risk,"⚠️ High Risk: Contains Peanuts, Jaggery. Avoid if allergic!","Sunflower Butter, Almond Butter"
Dhokla,"Chickpea Flour, Yogurt",Yogurt,Medium Risk,⚠️ Medium Risk: Contains Yogurt. Avoid if allergic!,
Veg Hakka Noodles,"Wheat, Vegetables, Soy Sauce","Wheat, Vegetables, Soy Sauce",High Risk,"⚠️ High Risk: Contains Wheat, Vegetables, Soy Sauce. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Chicken 65,"Chicken, Cornflour, Spices","Cornflour, Chicken, Spices",High Risk,"⚠️ High Risk: Contains Cornflour, Chicken, Spices. Avoid if allergic!",
Tandoori Chicken,"Chicken, Yogurt, Spices",Yogurt,Medium Risk,⚠️ Medium Risk: Contains Yogurt. Avoid if allergic!,
Dal Tadka,"Lentils, Tomatoes, Onions, Garlic",Onions,Medium Risk,⚠️ Medium Risk: Contains Onions. Avoid if allergic!,
Veg Hakka Noodles,"Wheat, Vegetables, Soy Sauce","Wheat, Soy Sauce",High Risk,"⚠️ High Risk: Contains Wheat, Soy Sauce. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Fish Curry,"Fish, Coconut, Spices","Spices, Coconut, Fish",High Risk,"⚠️ High Risk: Contains Spices, Coconut, Fish. Avoid if allergic!",
Palak Paneer,"Spinach, Paneer, Cream",Cream,Medium Risk,⚠️ Medium Risk: Contains Cream. Avoid if allergic!,
Dal Tadka,"Lentils, Tomatoes, Onions, Garlic","Tomatoes, Lentils",High Risk,"⚠️ High Risk: Contains Tomatoes, Lentils. Avoid if allergic!",
Aloo Paratha,"Wheat, Potatoes, Spices","Wheat, Potatoes",High Risk,"⚠️ High Risk: Contains Wheat, Potatoes. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Shrimp Fried Rice,"Rice, Shrimp, Eggs, Vegetables","Shrimp, Rice, Eggs",High Risk,"⚠️ High Risk: Contains Shrimp, Rice, Eggs. Avoid if allergic!","Chia Seeds, Flaxseeds"
Schezwan Fried Rice,"Rice, Schezwan Sauce, Vegetables","Vegetables, Rice",High Risk,"⚠️ High Risk: Contains Vegetables, Rice. Avoid if allergic!",
Rajma Chawal,"Kidney Beans, Rice, Spices","Kidney Beans, Spices, Rice",High Risk,"⚠️ High Risk: Contains Kidney Beans, Spices, Rice. Avoid if allergic!",
Chow Mein,"Wheat, Vegetables, Soy Sauce","Vegetables, Soy Sauce",High Risk,"⚠️ High Risk: Contains Vegetables, Soy Sauce. Avoid if allergic!",
Masala Dosa,"Rice, Lentils, Potatoes","Rice, Lentils",High Risk,"⚠️ High Risk: Contains Rice, Lentils. Avoid if allergic!",
Peking Duck,"Duck, Soy Sauce, Hoisin Sauce","Hoisin Sauce, Duck",High Risk,"⚠️ High Risk: Contains Hoisin Sauce, Duck. Avoid if allergic!",
Malai Kofta,"Paneer, Cream, Spices","Paneer, Spices, Cream",High Risk,"⚠️ High Risk: Contains Paneer, Spices, Cream. Avoid if allergic!",
Fried Wontons,"Wheat, Vegetables, Soy Sauce","Wheat, Vegetables, Soy Sauce",High Risk,"⚠️ High Risk: Contains Wheat, Vegetables, Soy Sauce. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Fish Curry,"Fish, Coconut, Spices","Fish, Coconut",High Risk,"⚠️ High Risk: Contains Fish, Coconut. Avoid if allergic!",
Fish Curry,"Fish, Coconut, Spices",Coconut,Medium Risk,⚠️ Medium Risk: Contains Coconut. Avoid if allergic!,
Paneer Tikka,"Paneer, Yogurt, Spices",Paneer,Medium Risk,⚠️ Medium Risk: Contains Paneer. Avoid if allergic!,
Malai Kofta,"Paneer, Cream, Spices","Paneer, Spices",High Risk,"⚠️ High Risk: Contains Paneer, Spices. Avoid if allergic!",
Fish Curry,"Fish, Coconut, Spices","Spices, Fish",High Risk,"⚠️ High Risk: Contains Spices, Fish. Avoid if allergic!",
Masala Dosa,"Rice, Lentils, Potatoes","Potatoes, Rice, Lentils",High Risk,"⚠️ High Risk: Contains Potatoes, Rice, Lentils. Avoid if allergic!",
Masala Dosa,"Rice, Lentils, Potatoes",Lentils,Medium Risk,⚠️ Medium Risk: Contains Lentils. Avoid if allergic!,
Dal Tadka,"Lentils, Tomatoes, Onions, Garlic",Garlic,Medium Risk,⚠️ Medium Risk: Contains Garlic. Avoid if allergic!,
Paneer Tikka,"Paneer, Yogurt, Spices",Paneer,Medium Risk,⚠️ Medium Risk: Contains Paneer. Avoid if allergic!,
Malai Kofta,"Paneer, Cream, Spices",Paneer,Medium Risk,⚠️ Medium Risk: Contains Paneer. Avoid if allergic!,
Palak Paneer,"Spinach, Paneer, Cream","Paneer, Spinach",High Risk,"⚠️ High Risk: Contains Paneer, Spinach. Avoid if allergic!",
Manchow Soup,"Vegetables, Soy Sauce, Garlic",Soy Sauce,Medium Risk,⚠️ Medium Risk: Contains Soy Sauce. Avoid if allergic!,
Paneer Tikka,"Paneer, Yogurt, Spices","Paneer, Yogurt",High Risk,"⚠️ High Risk: Contains Paneer, Yogurt. Avoid if allergic!",
Chicken Biryani,"Rice, Chicken, Spices","Spices, Chicken",High Risk,"⚠️ High Risk: Contains Spices, Chicken. Avoid if allergic!",
Shrimp Fried Rice,"Rice, Shrimp, Eggs, Vegetables","Eggs, Shrimp",High Risk,"⚠️ High Risk: Contains Eggs, Shrimp. Avoid if allergic!","Chia Seeds, Flaxseeds"
Dal Tadka,"Lentils, Tomatoes, Onions, Garlic","Lentils, Tomatoes, Onions",High Risk,"⚠️ High Risk: Contains Lentils, Tomatoes, Onions. Avoid if allergic!",
Gobi Manchurian,"Cauliflower, Cornflour, Soy Sauce, Garlic",Soy Sauce,Medium Risk,⚠️ Medium Risk: Contains Soy Sauce. Avoid if allergic!,
Kung Pao Chicken,"Chicken, Peanuts, Soy Sauce",Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Manchow Soup,"Vegetables, Soy Sauce, Garlic",Vegetables,Medium Risk,⚠️ Medium Risk: Contains Vegetables. Avoid if allergic!,
Chilli Paneer,"Paneer, Capsicum, Soy Sauce","Paneer, Capsicum, Soy Sauce",High Risk,"⚠️ High Risk: Contains Paneer, Capsicum, Soy Sauce. Avoid if allergic!",
Sichuan Hot Pot,"Beef, Tofu, Vegetables, Sichuan Pepper","Beef, Sichuan Pepper, Tofu",High Risk,"⚠️ High Risk: Contains Beef, Sichuan Pepper, Tofu. Avoid if allergic!",
Pav Bhaji,"Vegetables, Butter, Bread",Bread,Medium Risk,⚠️ Medium Risk: Contains Bread. Avoid if allergic!,
Rasgulla,"Milk, Sugar",Sugar,Medium Risk,⚠️ Medium Risk: Contains Sugar. Avoid if allergic!,
Kung Pao Chicken,"Chicken, Peanuts, Soy Sauce",Chicken,Medium Risk,⚠️ Medium Risk: Contains Chicken. Avoid if allergic!,
Manchow Soup,"Vegetables, Soy Sauce, Garlic",Vegetables,Medium Risk,⚠️ Medium Risk: Contains Vegetables. Avoid if allergic!,
Aloo Paratha,"Wheat, Potatoes, Spices","Potatoes, Spices, Wheat",High Risk,"⚠️ High Risk: Contains Potatoes, Spices, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Manchow Soup,"Vegetables, Soy Sauce, Garlic",Garlic,Medium Risk,⚠️ Medium Risk: Contains Garlic. Avoid if allergic!,
Peking Duck,"Duck, Soy Sauce, Hoisin Sauce","Duck, Soy Sauce, Hoisin Sauce",High Risk,"⚠️ High Risk: Contains Duck, Soy Sauce, Hoisin Sauce. Avoid if allergic!",
Chilli Paneer,"Paneer, Capsicum, Soy Sauce",Soy Sauce,Medium Risk,⚠️ Medium Risk: Contains Soy Sauce. Avoid if allergic!,
Rajma Chawal,"Kidney Beans, Rice, Spices","Spices, Rice",High Risk,"⚠️ High Risk: Contains Spices, Rice. Avoid if allergic!",
Fried Wontons,"Wheat, Vegetables, Soy Sauce","Wheat, Soy Sauce, Vegetables",High Risk,"⚠️ High Risk: Contains Wheat, Soy Sauce, Vegetables. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Idli Sambar,"Rice, Lentils, Vegetables",Rice,Medium Risk,⚠️ Medium Risk: Contains Rice. Avoid if allergic!,
Spring Rolls,"Wheat, Vegetables, Soy Sauce","Wheat, Vegetables, Soy Sauce",High Risk,"⚠️ High Risk: Contains Wheat, Vegetables, Soy Sauce. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Spring Rolls,"Wheat, Vegetables, Soy Sauce","Vegetables, Soy Sauce",High Risk,"⚠️ High Risk: Contains Vegetables, Soy Sauce. Avoid if allergic!",
Fried Wontons,"Wheat, Vegetables, Soy Sauce",Soy Sauce,Medium Risk,⚠️ Medium Risk: Contains Soy Sauce. Avoid if allergic!,
Chow Mein,"Wheat, Vegetables, Soy Sauce","Soy Sauce, Wheat",High Risk,"⚠️ High Risk: Contains Soy Sauce, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Chicken Biryani,"Rice, Chicken, Spices","Chicken, Spices, Rice",High Risk,"⚠️ High Risk: Contains Chicken, Spices, Rice. Avoid if allergic!",
Shrimp Fried Rice,"Rice, Shrimp, Eggs, Vegetables","Vegetables, Rice, Shrimp",High Risk,"⚠️ High Risk: Contains Vegetables, Rice, Shrimp. Avoid if allergic!",
Sichuan Hot Pot,"Beef, Tofu, Vegetables, Sichuan Pepper",Sichuan Pepper,Medium Risk,⚠️ Medium Risk: Contains Sichuan Pepper. Avoid if allergic!,
Rasgulla,"Milk, Sugar",Sugar,Medium Risk,⚠️ Medium Risk: Contains Sugar. Avoid if allergic!,
Gobi Manchurian,"Cauliflower, Cornflour, Soy Sauce, Garlic",Cornflour,Medium Risk,⚠️ Medium Risk: Contains Cornflour. Avoid if allergic!,
Aloo Paratha,"Wheat, Potatoes, Spices","Spices, Wheat, Potatoes",High Risk,"⚠️ High Risk: Contains Spices, Wheat, Potatoes. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Fried Wontons,"Wheat, Vegetables, Soy Sauce","Vegetables, Soy Sauce, Wheat",High Risk,"⚠️ High Risk: Contains Vegetables, Soy Sauce, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Peking Duck,"Duck, Soy Sauce, Hoisin Sauce","Hoisin Sauce, Duck, Soy Sauce",High Risk,"⚠️ High Risk: Contains Hoisin Sauce, Duck, Soy Sauce. Avoid if allergic!",
Veg Hakka Noodles,"Wheat, Vegetables, Soy Sauce","Soy Sauce, Vegetables",High Risk,"⚠️ High Risk: Contains Soy Sauce, Vegetables. Avoid if allergic!",
Butter Naan,"Wheat, Milk, Butter, Yeast","Yeast, Butter, Wheat",High Risk,"⚠️ High Risk: Contains Yeast, Butter, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Mapo Tofu,"Tofu, Soy Sauce, Sichuan Pepper","Sichuan Pepper, Tofu",High Risk,"⚠️ High Risk: Contains Sichuan Pepper, Tofu. Avoid if allergic!",
Fried Wontons,"Wheat, Vegetables, Soy Sauce",Vegetables,Medium Risk,⚠️ Medium Risk: Contains Vegetables. Avoid if allergic!,
Chow Mein,"Wheat, Vegetables, Soy Sauce",Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Chicken Biryani,"Rice, Chicken, Spices",Chicken,Medium Risk,⚠️ Medium Risk: Contains Chicken. Avoid if allergic!,
Butter Naan,"Wheat, Milk, Butter, Yeast","Butter, Yeast, Wheat",High Risk,"⚠️ High Risk: Contains Butter, Yeast, Wheat. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Palak Paneer,"Spinach, Paneer, Cream","Paneer, Cream, Spinach",High Risk,"⚠️ High Risk: Contains Paneer, Cream, Spinach. Avoid if allergic!",
Idli Sambar,"Rice, Lentils, Vegetables","Rice, Lentils, Vegetables",High Risk,"⚠️ High Risk: Contains Rice, Lentils, Vegetables. Avoid if allergic!",
Rajma Chawal,"Kidney Beans, Rice, Spices","Spices, Kidney Beans, Rice",High Risk,"⚠️ High Risk: Contains Spices, Kidney Beans, Rice. Avoid if allergic!",
Schezwan Fried Rice,"Rice, Schezwan Sauce, Vegetables",Rice,Medium Risk,⚠️ Medium Risk: Contains Rice. Avoid if allergic!,
Tandoori Chicken,"Chicken, Yogurt, Spices",Yogurt,Medium Risk,⚠️ Medium Risk: Contains Yogurt. Avoid if allergic!,
Manchow Soup,"Vegetables, Soy Sauce, Garlic",Soy Sauce,Medium Risk,⚠️ Medium Risk: Contains Soy Sauce. Avoid if allergic!,
Kung Pao Chicken,"Chicken, Peanuts, Soy Sauce","Peanuts, Soy Sauce, Chicken",High Risk,"⚠️ High Risk: Contains Peanuts, Soy Sauce, Chicken. Avoid if allergic!","Sunflower Butter, Almond Butter"
Pav Bhaji,"Vegetables, Butter, Bread","Butter, Vegetables, Bread",High Risk,"⚠️ High Risk: Contains Butter, Vegetables, Bread. Avoid if allergic!",
Shrimp Fried Rice,"Rice, Shrimp, Eggs, Vegetables","Rice, Eggs",High Risk,"⚠️ High Risk: Contains Rice, Eggs. Avoid if allergic!","Chia Seeds, Flaxseeds"
Tandoori Chicken,"Chicken, Yogurt, Spices","Yogurt, Spices, Chicken",High Risk,"⚠️ High Risk: Contains Yogurt, Spices, Chicken. Avoid if allergic!",
Malai Kofta,"Paneer, Cream, Spices",Paneer,Medium Risk,⚠️ Medium Risk: Contains Paneer. Avoid if allergic!,
Momos,"Wheat, Vegetables, Chicken","Wheat, Vegetables, Chicken",High Risk,"⚠️ High Risk: Contains Wheat, Vegetables, Chicken. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Rasgulla,"Milk, Sugar",Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Dhokla,"Chickpea Flour, Yogurt",Chickpea Flour,Medium Risk,⚠️ Medium Risk: Contains Chickpea Flour. Avoid if allergic!,
Dhokla,"Chickpea Flour, Yogurt",Chickpea Flour,Medium Risk,⚠️ Medium Risk: Contains Chickpea Flour. Avoid if allergic!,
Dhokla,"Chickpea Flour, Yogurt",Chickpea Flour,Medium Risk,⚠️ Medium Risk: Contains Chickpea Flour. Avoid if allergic!,
Paneer Tikka,"Paneer, Yogurt, Spices",Yogurt,Medium Risk,⚠️ Medium Risk: Contains Yogurt. Avoid if allergic!,
Chicken Biryani,"Rice, Chicken, Spices",Chicken,Medium Risk,⚠️ Medium Risk: Contains Chicken. Avoid if allergic!,
Chicken Biryani,"Rice, Chicken, Spices","Spices, Chicken",High Risk,"⚠️ High Risk: Contains Spices, Chicken. Avoid if allergic!",
Peking Duck,"Duck, Soy Sauce, Hoisin Sauce","Duck, Soy Sauce, Hoisin Sauce",High Risk,"⚠️ High Risk: Contains Duck, Soy Sauce, Hoisin Sauce. Avoid if allergic!",
Veg Hakka Noodles,"Wheat, Vegetables, Soy Sauce",Soy Sauce,Medium Risk,⚠️ Medium Risk: Contains Soy Sauce. Avoid if allergic!,
Rajma Chawal,"Kidney Beans, Rice, Spices","Kidney Beans, Spices",High Risk,"⚠️ High Risk: Contains Kidney Beans, Spices. Avoid if allergic!",
Chicken Biryani,"Rice, Chicken, Spices",Chicken,Medium Risk,⚠️ Medium Risk: Contains Chicken. Avoid if allergic!,
Gobi Manchurian,"Cauliflower, Cornflour, Soy Sauce, Garlic",Soy Sauce,Medium Risk,⚠️ Medium Risk: Contains Soy Sauce. Avoid if allergic!,
Mapo Tofu,"Tofu, Soy Sauce, Sichuan Pepper",Soy Sauce,Medium Risk,⚠️ Medium Risk: Contains Soy Sauce. Avoid if allergic!,
Chilli Paneer,"Paneer, Capsicum, Soy Sauce","Paneer, Capsicum, Soy Sauce",High Risk,"⚠️ High Risk: Contains Paneer, Capsicum, Soy Sauce. Avoid if allergic!",
Sichuan Hot Pot,"Beef, Tofu, Vegetables, Sichuan Pepper","Tofu, Vegetables, Beef",High Risk,"⚠️ High Risk: Contains Tofu, Vegetables, Beef. Avoid if allergic!",
Mapo Tofu,"Tofu, Soy Sauce, Sichuan Pepper",Sichuan Pepper,Medium Risk,⚠️ Medium Risk: Contains Sichuan Pepper. Avoid if allergic!,
Peanut Chikki,"Peanuts, Jaggery","Peanuts, Jaggery",High Risk,"⚠️ High Risk: Contains Peanuts, Jaggery. Avoid if allergic!","Sunflower Butter, Almond Butter"
Palak Paneer,"Spinach, Paneer, Cream","Spinach, Cream",High Risk,"⚠️ High Risk: Contains Spinach, Cream. Avoid if allergic!",
Pav Bhaji,"Vegetables, Butter, Bread","Vegetables, Butter, Bread",High Risk,"⚠️ High Risk: Contains Vegetables, Butter, Bread. Avoid if allergic!",
Chicken Biryani,"Rice, Chicken, Spices",Spices,Medium Risk,⚠️ Medium Risk: Contains Spices. Avoid if allergic!,
Malai Kofta,"Paneer, Cream, Spices","Spices, Paneer, Cream",High Risk,"⚠️ High Risk: Contains Spices, Paneer, Cream. Avoid if allergic!",
Momos,"Wheat, Vegetables, Chicken","Vegetables, Chicken",High Risk,"⚠️ High Risk: Contains Vegetables, Chicken. Avoid if allergic!",
Momos,"Wheat, Vegetables, Chicken","Wheat, Vegetables, Chicken",High Risk,"⚠️ High Risk: Contains Wheat, Vegetables, Chicken. Avoid if allergic!","Gluten-Free Flour, Rice Flour"
Dal Tadka,"Lentils, Tomatoes, Onions, Garlic",Garlic,Medium Risk,⚠️ Medium Risk: Contains Garlic. Avoid if allergic!,
Pav Bhaji,"Vegetables, Butter, Bread","Butter, Vegetables",High Risk,"⚠️ High Risk: Contains Butter, Vegetables. Avoid if allergic!",
Palak Paneer,"Spinach, Paneer, Cream",Paneer,Medium Risk,⚠️ Medium Risk: Contains Paneer. Avoid if allergic!,
Aloo Paratha,"Wheat, Potatoes, Spices",Potatoes,Medium Risk,⚠️ Medium Risk: Contains Potatoes. Avoid if allergic!,
Paneer Tikka,"Paneer, Yogurt, Spices","Yogurt, Spices, Paneer",High Risk,"⚠️ High Risk: Contains Yogurt, Spices, Paneer. Avoid if allergic!",
Fish Curry,"Fish, Coconut, Spices",Coconut,Medium Risk,⚠️ Medium Risk: Contains Coconut. Avoid if allergic!,
Malai Kofta,"Paneer, Cream, Spices","Paneer, Cream, Spices",High Risk,"⚠️ High Risk: Contains Paneer, Cream, Spices. Avoid if allergic!",
Manchow Soup,"Vegetables, Soy Sauce, Garlic",Garlic,Medium Risk,⚠️ Medium Risk: Contains Garlic. Avoid if allergic!,
Paneer Tikka,"Paneer, Yogurt, Spices","Yogurt, Spices, Paneer",High Risk,"⚠️ High Risk: Contains Yogurt, Spices, Paneer. Avoid if allergic!",
Veg Hakka Noodles,"Wheat, Vegetables, Soy Sauce",Soy Sauce,Medium Risk,⚠️ Medium Risk: Contains Soy Sauce. Avoid if allergic!,
Kung Pao Chicken,"Chicken, Peanuts, Soy Sauce","Chicken, Soy Sauce",High Risk,"⚠️ High Risk: Contains Chicken, Soy Sauce. Avoid if allergic!",
Dhokla,"Chickpea Flour, Yogurt",Chickpea Flour,Medium Risk,⚠️ Medium Risk: Contains Chickpea Flour. Avoid if allergic!,
Butter Naan,"Wheat, Milk, Butter, Yeast",Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
