Food Name,Ingredients,Detected Allergens,Risk Level,Notes,Alternative Suggestions
Palak Paneer,"Tree Nuts, Peanuts, Shellfish","Tree Nuts, Peanuts, Shellfish",High Risk,"⚠️ High Risk: Contains Tree Nuts, Peanuts, Shellfish. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Sunflower Butter, Almond Butter, Mushrooms, Tofu"
Manchow Soup,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Palak Paneer,"Tree Nuts, Peanuts, Gluten","Tree Nuts, Peanuts, Gluten",High Risk,"⚠️ High Risk: Contains Tree Nuts, Peanuts, Gluten. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Sunflower Butter, Almond Butter, Gluten-Free Wrap, Rice Paper"
Paneer Tikka,"Peanuts, Gluten","Peanuts, Gluten",High Risk,"⚠️ High Risk: Contains Peanuts, Gluten. Avoid if allergic!","Sunflower Butter, Almond Butter, Gluten-Free Wrap, Rice Paper"
Malai Kofta,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Tandoori Chicken,"Tree Nuts, Milk","Tree Nuts, Milk",High Risk,"⚠️ High Risk: Contains Tree Nuts, Milk. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Almond Milk, Cashew Cream, Soy Milk"
Chicken 65,Tree Nuts,Tree Nuts,Medium Risk,⚠️ Medium Risk: Contains Tree Nuts. Avoid if allergic!,"Seeds (Sunflower, Pumpkin)"
Gobi Manchurian,"Shellfish, Gluten, Tree Nuts","Shellfish, Gluten, Tree Nuts",High Risk,"⚠️ High Risk: Contains Shellfish, Gluten, Tree Nuts. Avoid if allergic!","Mushrooms, Tofu, Gluten-Free Wrap, Rice Paper, Seeds (Sunflower, Pumpkin)"
Aloo Paratha,"Wheat, Soy, Eggs","Wheat, Soy, Eggs",High Risk,"⚠️ High Risk: Contains Wheat, Soy, Eggs. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Coconut Aminos, Tamari Sauce, Chia Seeds, Flaxseeds"
Pav Bhaji,"Peanuts, Milk, Wheat","Peanuts, Milk, Wheat",High Risk,"⚠️ High Risk: Contains Peanuts, Milk, Wheat. Avoid if allergic!","Sunflower Butter, Almond Butter, Almond Milk, Cashew Cream, Soy Milk, Gluten-Free Flour, Rice Flour"
Veg Hakka Noodles,"Shellfish, Wheat","Shellfish, Wheat",High Risk,"⚠️ High Risk: Contains Shellfish, Wheat. Avoid if allergic!","Mushrooms, Tofu, Gluten-Free Flour, Rice Flour"
Shrimp Fried Rice,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Masala Dosa,"Milk, Tree Nuts","Milk, Tree Nuts",High Risk,"⚠️ High Risk: Contains Milk, Tree Nuts. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Seeds (Sunflower, Pumpkin)"
Mapo Tofu,"Tree Nuts, Wheat, Shellfish","Tree Nuts, Wheat, Shellfish",High Risk,"⚠️ High Risk: Contains Tree Nuts, Wheat, Shellfish. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Gluten-Free Flour, Rice Flour, Mushrooms, Tofu"
Kung Pao Chicken,"Shellfish, Gluten","Shellfish, Gluten",High Risk,"⚠️ High Risk: Contains Shellfish, Gluten. Avoid if allergic!","Mushrooms, Tofu, Gluten-Free Wrap, Rice Paper"
Veg Hakka Noodles,"Soy, Eggs, Gluten","Soy, Eggs, Gluten",High Risk,"⚠️ High Risk: Contains Soy, Eggs, Gluten. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Chia Seeds, Flaxseeds, Gluten-Free Wrap, Rice Paper"
Momos,"Shellfish, Tree Nuts, Gluten","Shellfish, Tree Nuts, Gluten",High Risk,"⚠️ High Risk: Contains Shellfish, Tree Nuts, Gluten. Avoid if allergic!","Mushrooms, Tofu, Seeds (Sunflower, Pumpkin), Gluten-Free Wrap, Rice Paper"
Paneer Tikka,"Eggs, Tree Nuts","Eggs, Tree Nuts",High Risk,"⚠️ High Risk: Contains Eggs, Tree Nuts. Avoid if allergic!","Chia Seeds, Flaxseeds, Seeds (Sunflower, Pumpkin)"
Shrimp Fried Rice,"Peanuts, Eggs","Peanuts, Eggs",High Risk,"⚠️ High Risk: Contains Peanuts, Eggs. Avoid if allergic!","Sunflower Butter, Almond Butter, Chia Seeds, Flaxseeds"
Chicken 65,"Milk, Shellfish","Milk, Shellfish",High Risk,"⚠️ High Risk: Contains Milk, Shellfish. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Mushrooms, Tofu"
Tandoori Chicken,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Peking Duck,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Rasgulla,"Soy, Wheat, Milk","Soy, Wheat, Milk",High Risk,"⚠️ High Risk: Contains Soy, Wheat, Milk. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Gluten-Free Flour, Rice Flour, Almond Milk, Cashew Cream, Soy Milk"
Tandoori Chicken,"Shellfish, Milk, Wheat","Shellfish, Milk, Wheat",High Risk,"⚠️ High Risk: Contains Shellfish, Milk, Wheat. Avoid if allergic!","Mushrooms, Tofu, Almond Milk, Cashew Cream, Soy Milk, Gluten-Free Flour, Rice Flour"
Spring Rolls,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Sichuan Hot Pot,Tree Nuts,Tree Nuts,Medium Risk,⚠️ Medium Risk: Contains Tree Nuts. Avoid if allergic!,"Seeds (Sunflower, Pumpkin)"
Fish Curry,"Peanuts, Tree Nuts","Peanuts, Tree Nuts",High Risk,"⚠️ High Risk: Contains Peanuts, Tree Nuts. Avoid if allergic!","Sunflower Butter, Almond Butter, Seeds (Sunflower, Pumpkin)"
Sichuan Hot Pot,"Peanuts, Eggs","Peanuts, Eggs",High Risk,"⚠️ High Risk: Contains Peanuts, Eggs. Avoid if allergic!","Sunflower Butter, Almond Butter, Chia Seeds, Flaxseeds"
Veg Hakka Noodles,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Fried Wontons,"Soy, Tree Nuts","Soy, Tree Nuts",High Risk,"⚠️ High Risk: Contains Soy, Tree Nuts. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Seeds (Sunflower, Pumpkin)"
Kung Pao Chicken,Shellfish,Shellfish,Medium Risk,⚠️ Medium Risk: Contains Shellfish. Avoid if allergic!,"Mushrooms, Tofu"
Veg Hakka Noodles,"Peanuts, Shellfish, Gluten","Peanuts, Shellfish, Gluten",High Risk,"⚠️ High Risk: Contains Peanuts, Shellfish, Gluten. Avoid if allergic!","Sunflower Butter, Almond Butter, Mushrooms, Tofu, Gluten-Free Wrap, Rice Paper"
Rajma Chawal,"Soy, Milk, Peanuts","Soy, Milk, Peanuts",High Risk,"⚠️ High Risk: Contains Soy, Milk, Peanuts. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Almond Milk, Cashew Cream, Soy Milk, Sunflower Butter, Almond Butter"
Chicken 65,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Idli Sambar,"Milk, Eggs, Peanuts","Milk, Eggs, Peanuts",High Risk,"⚠️ High Risk: Contains Milk, Eggs, Peanuts. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Chia Seeds, Flaxseeds, Sunflower Butter, Almond Butter"
Fried Wontons,Shellfish,Shellfish,Medium Risk,⚠️ Medium Risk: Contains Shellfish. Avoid if allergic!,"Mushrooms, Tofu"
Sichuan Hot Pot,"Tree Nuts, Eggs","Tree Nuts, Eggs",High Risk,"⚠️ High Risk: Contains Tree Nuts, Eggs. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Chia Seeds, Flaxseeds"
Rajma Chawal,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Pav Bhaji,"Shellfish, Peanuts, Tree Nuts","Shellfish, Peanuts, Tree Nuts",High Risk,"⚠️ High Risk: Contains Shellfish, Peanuts, Tree Nuts. Avoid if allergic!","Mushrooms, Tofu, Sunflower Butter, Almond Butter, Seeds (Sunflower, Pumpkin)"
Butter Naan,"Wheat, Milk, Shellfish","Wheat, Milk, Shellfish",High Risk,"⚠️ High Risk: Contains Wheat, Milk, Shellfish. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Almond Milk, Cashew Cream, Soy Milk, Mushrooms, Tofu"
Shrimp Fried Rice,"Shellfish, Tree Nuts","Shellfish, Tree Nuts",High Risk,"⚠️ High Risk: Contains Shellfish, Tree Nuts. Avoid if allergic!","Mushrooms, Tofu, Seeds (Sunflower, Pumpkin)"
Chilli Paneer,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Malai Kofta,"Tree Nuts, Milk, Peanuts","Tree Nuts, Milk, Peanuts",High Risk,"⚠️ High Risk: Contains Tree Nuts, Milk, Peanuts. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Almond Milk, Cashew Cream, Soy Milk, Sunflower Butter, Almond Butter"
Rajma Chawal,Tree Nuts,Tree Nuts,Medium Risk,⚠️ Medium Risk: Contains Tree Nuts. Avoid if allergic!,"Seeds (Sunflower, Pumpkin)"
Dal Tadka,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Rasgulla,Tree Nuts,Tree Nuts,Medium Risk,⚠️ Medium Risk: Contains Tree Nuts. Avoid if allergic!,"Seeds (Sunflower, Pumpkin)"
Shrimp Fried Rice,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Palak Paneer,"Tree Nuts, Wheat","Tree Nuts, Wheat",High Risk,"⚠️ High Risk: Contains Tree Nuts, Wheat. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Gluten-Free Flour, Rice Flour"
Tandoori Chicken,"Milk, Eggs","Milk, Eggs",High Risk,"⚠️ High Risk: Contains Milk, Eggs. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Chia Seeds, Flaxseeds"
Masala Dosa,"Gluten, Wheat, Peanuts","Gluten, Wheat, Peanuts",High Risk,"⚠️ High Risk: Contains Gluten, Wheat, Peanuts. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Gluten-Free Flour, Rice Flour, Sunflower Butter, Almond Butter"
Kung Pao Chicken,"Soy, Milk","Soy, Milk",High Risk,"⚠️ High Risk: Contains Soy, Milk. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Almond Milk, Cashew Cream, Soy Milk"
Kung Pao Chicken,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Shrimp Fried Rice,"Peanuts, Shellfish, Eggs","Peanuts, Shellfish, Eggs",High Risk,"⚠️ High Risk: Contains Peanuts, Shellfish, Eggs. Avoid if allergic!","Sunflower Butter, Almond Butter, Mushrooms, Tofu, Chia Seeds, Flaxseeds"
Rajma Chawal,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Rajma Chawal,Shellfish,Shellfish,Medium Risk,⚠️ Medium Risk: Contains Shellfish. Avoid if allergic!,"Mushrooms, Tofu"
Peanut Chikki,"Soy, Eggs, Gluten","Soy, Eggs, Gluten",High Risk,"⚠️ High Risk: Contains Soy, Eggs, Gluten. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Chia Seeds, Flaxseeds, Gluten-Free Wrap, Rice Paper"
Peanut Chikki,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Peking Duck,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Idli Sambar,"Gluten, Tree Nuts, Eggs","Gluten, Tree Nuts, Eggs",High Risk,"⚠️ High Risk: Contains Gluten, Tree Nuts, Eggs. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Seeds (Sunflower, Pumpkin), Chia Seeds, Flaxseeds"
Gobi Manchurian,"Peanuts, Milk","Peanuts, Milk",High Risk,"⚠️ High Risk: Contains Peanuts, Milk. Avoid if allergic!","Sunflower Butter, Almond Butter, Almond Milk, Cashew Cream, Soy Milk"
Shrimp Fried Rice,"Gluten, Peanuts, Wheat","Gluten, Peanuts, Wheat",High Risk,"⚠️ High Risk: Contains Gluten, Peanuts, Wheat. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Sunflower Butter, Almond Butter, Gluten-Free Flour, Rice Flour"
Rasgulla,"Soy, Eggs","Soy, Eggs",High Risk,"⚠️ High Risk: Contains Soy, Eggs. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Chia Seeds, Flaxseeds"
Aloo Paratha,"Shellfish, Milk, Peanuts","Shellfish, Milk, Peanuts",High Risk,"⚠️ High Risk: Contains Shellfish, Milk, Peanuts. Avoid if allergic!","Mushrooms, Tofu, Almond Milk, Cashew Cream, Soy Milk, Sunflower Butter, Almond Butter"
Palak Paneer,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Schezwan Fried Rice,Tree Nuts,Tree Nuts,Medium Risk,⚠️ Medium Risk: Contains Tree Nuts. Avoid if allergic!,"Seeds (Sunflower, Pumpkin)"
Butter Naan,"Wheat, Shellfish, Eggs","Wheat, Shellfish, Eggs",High Risk,"⚠️ High Risk: Contains Wheat, Shellfish, Eggs. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Mushrooms, Tofu, Chia Seeds, Flaxseeds"
Paneer Tikka,"Tree Nuts, Wheat, Soy","Tree Nuts, Wheat, Soy",High Risk,"⚠️ High Risk: Contains Tree Nuts, Wheat, Soy. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Gluten-Free Flour, Rice Flour, Coconut Aminos, Tamari Sauce"
Chicken Biryani,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Palak Paneer,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Chilli Paneer,"Soy, Gluten, Shellfish","Soy, Gluten, Shellfish",High Risk,"⚠️ High Risk: Contains Soy, Gluten, Shellfish. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Gluten-Free Wrap, Rice Paper, Mushrooms, Tofu"
Tandoori Chicken,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Chicken Biryani,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Dal Tadka,"Gluten, Eggs, Peanuts","Gluten, Eggs, Peanuts",High Risk,"⚠️ High Risk: Contains Gluten, Eggs, Peanuts. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Chia Seeds, Flaxseeds, Sunflower Butter, Almond Butter"
Aloo Paratha,"Eggs, Gluten","Eggs, Gluten",High Risk,"⚠️ High Risk: Contains Eggs, Gluten. Avoid if allergic!","Chia Seeds, Flaxseeds, Gluten-Free Wrap, Rice Paper"
Dal Tadka,"Shellfish, Peanuts","Shellfish, Peanuts",High Risk,"⚠️ High Risk: Contains Shellfish, Peanuts. Avoid if allergic!","Mushrooms, Tofu, Sunflower Butter, Almond Butter"
Chicken 65,"Gluten, Wheat, Tree Nuts","Gluten, Wheat, Tree Nuts",High Risk,"⚠️ High Risk: Contains Gluten, Wheat, Tree Nuts. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Gluten-Free Flour, Rice Flour, Seeds (Sunflower, Pumpkin)"
Tandoori Chicken,"Tree Nuts, Milk, Eggs","Tree Nuts, Milk, Eggs",High Risk,"⚠️ High Risk: Contains Tree Nuts, Milk, Eggs. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Almond Milk, Cashew Cream, Soy Milk, Chia Seeds, Flaxseeds"
Masala Dosa,"Shellfish, Peanuts, Milk","Shellfish, Peanuts, Milk",High Risk,"⚠️ High Risk: Contains Shellfish, Peanuts, Milk. Avoid if allergic!","Mushrooms, Tofu, Sunflower Butter, Almond Butter, Almond Milk, Cashew Cream, Soy Milk"
Palak Paneer,Tree Nuts,Tree Nuts,Medium Risk,⚠️ Medium Risk: Contains Tree Nuts. Avoid if allergic!,"Seeds (Sunflower, Pumpkin)"
Butter Naan,"Wheat, Peanuts, Soy","Wheat, Peanuts, Soy",High Risk,"⚠️ High Risk: Contains Wheat, Peanuts, Soy. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Sunflower Butter, Almond Butter, Coconut Aminos, Tamari Sauce"
Pav Bhaji,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Schezwan Fried Rice,Shellfish,Shellfish,Medium Risk,⚠️ Medium Risk: Contains Shellfish. Avoid if allergic!,"Mushrooms, Tofu"
Peanut Chikki,"Wheat, Shellfish","Wheat, Shellfish",High Risk,"⚠️ High Risk: Contains Wheat, Shellfish. Avoid if allergic!","Gluten-Free Flour, Rice Flour, Mushrooms, Tofu"
Fish Curry,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Rajma Chawal,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Pav Bhaji,"Shellfish, Peanuts","Shellfish, Peanuts",High Risk,"⚠️ High Risk: Contains Shellfish, Peanuts. Avoid if allergic!","Mushrooms, Tofu, Sunflower Butter, Almond Butter"
Chicken Biryani,Tree Nuts,Tree Nuts,Medium Risk,⚠️ Medium Risk: Contains Tree Nuts. Avoid if allergic!,"Seeds (Sunflower, Pumpkin)"
Momos,"Shellfish, Soy, Tree Nuts","Shellfish, Soy, Tree Nuts",High Risk,"⚠️ High Risk: Contains Shellfish, Soy, Tree Nuts. Avoid if allergic!","Mushrooms, Tofu, Coconut Aminos, Tamari Sauce, Seeds (Sunflower, Pumpkin)"
Rasgulla,"Shellfish, Peanuts","Shellfish, Peanuts",High Risk,"⚠️ High Risk: Contains Shellfish, Peanuts. Avoid if allergic!","Mushrooms, Tofu, Sunflower Butter, Almond Butter"
Idli Sambar,"Gluten, Shellfish, Eggs","Gluten, Shellfish, Eggs",High Risk,"⚠️ High Risk: Contains Gluten, Shellfish, Eggs. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Mushrooms, Tofu, Chia Seeds, Flaxseeds"
Peanut Chikki,"Soy, Wheat, Milk","Soy, Wheat, Milk",High Risk,"⚠️ High Risk: Contains Soy, Wheat, Milk. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Gluten-Free Flour, Rice Flour, Almond Milk, Cashew Cream, Soy Milk"
Chicken 65,Shellfish,Shellfish,Medium Risk,⚠️ Medium Risk: Contains Shellfish. Avoid if allergic!,"Mushrooms, Tofu"
Masala Dosa,"Milk, Gluten","Milk, Gluten",High Risk,"⚠️ High Risk: Contains Milk, Gluten. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Gluten-Free Wrap, Rice Paper"
Schezwan Fried Rice,Shellfish,Shellfish,Medium Risk,⚠️ Medium Risk: Contains Shellfish. Avoid if allergic!,"Mushrooms, Tofu"
Aloo Paratha,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Chilli Paneer,"Eggs, Milk, Gluten","Eggs, Milk, Gluten",High Risk,"⚠️ High Risk: Contains Eggs, Milk, Gluten. Avoid if allergic!","Chia Seeds, Flaxseeds, Almond Milk, Cashew Cream, Soy Milk, Gluten-Free Wrap, Rice Paper"
Chicken 65,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Rasgulla,"Peanuts, Gluten","Peanuts, Gluten",High Risk,"⚠️ High Risk: Contains Peanuts, Gluten. Avoid if allergic!","Sunflower Butter, Almond Butter, Gluten-Free Wrap, Rice Paper"
Momos,"Tree Nuts, Gluten, Wheat","Tree Nuts, Gluten, Wheat",High Risk,"⚠️ High Risk: Contains Tree Nuts, Gluten, Wheat. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Gluten-Free Wrap, Rice Paper, Gluten-Free Flour, Rice Flour"
Chicken Biryani,Eggs,Eggs,Medium Risk,⚠️ Medium Risk: Contains Eggs. Avoid if allergic!,"Chia Seeds, Flaxseeds"
Pav Bhaji,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Mapo Tofu,"Tree Nuts, Shellfish","Tree Nuts, Shellfish",High Risk,"⚠️ High Risk: Contains Tree Nuts, Shellfish. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Mushrooms, Tofu"
Palak Paneer,"Milk, Wheat, Peanuts","Milk, Wheat, Peanuts",High Risk,"⚠️ High Risk: Contains Milk, Wheat, Peanuts. Avoid if allergic!","Almond Milk, Cashew Cream, Soy Milk, Gluten-Free Flour, Rice Flour, Sunflower Butter, Almond Butter"
Aloo Paratha,"Soy, Gluten, Eggs","Soy, Gluten, Eggs",High Risk,"⚠️ High Risk: Contains Soy, Gluten, Eggs. Avoid if allergic!","Coconut Aminos, Tamari Sauce, Gluten-Free Wrap, Rice Paper, Chia Seeds, Flaxseeds"
Schezwan Fried Rice,Tree Nuts,Tree Nuts,Medium Risk,⚠️ Medium Risk: Contains Tree Nuts. Avoid if allergic!,"Seeds (Sunflower, Pumpkin)"
Mapo Tofu,Tree Nuts,Tree Nuts,Medium Risk,⚠️ Medium Risk: Contains Tree Nuts. Avoid if allergic!,"Seeds (Sunflower, Pumpkin)"
Momos,"Eggs, Shellfish","Eggs, Shellfish",High Risk,"⚠️ High Risk: Contains Eggs, Shellfish. Avoid if allergic!","Chia Seeds, Flaxseeds, Mushrooms, Tofu"
Gobi Manchurian,Shellfish,Shellfish,Medium Risk,⚠️ Medium Risk: Contains Shellfish. Avoid if allergic!,"Mushrooms, Tofu"
Chilli Paneer,Wheat,Wheat,Medium Risk,⚠️ Medium Risk: Contains Wheat. Avoid if allergic!,"Gluten-Free Flour, Rice Flour"
Chicken Biryani,Tree Nuts,Tree Nuts,Medium Risk,⚠️ Medium Risk: Contains Tree Nuts. Avoid if allergic!,"Seeds (Sunflower, Pumpkin)"
Mapo Tofu,"Peanuts, Eggs, Soy","Peanuts, Eggs, Soy",High Risk,"⚠️ High Risk: Contains Peanuts, Eggs, Soy. Avoid if allergic!","Sunflower Butter, Almond Butter, Chia Seeds, Flaxseeds, Coconut Aminos, Tamari Sauce"
Chow Mein,Gluten,Gluten,Medium Risk,⚠️ Medium Risk: Contains Gluten. Avoid if allergic!,"Gluten-Free Wrap, Rice Paper"
Fish Curry,"Tree Nuts, Soy","Tree Nuts, Soy",High Risk,"⚠️ High Risk: Contains Tree Nuts, Soy. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Coconut Aminos, Tamari Sauce"
Paneer Tikka,Milk,Milk,Medium Risk,⚠️ Medium Risk: Contains Milk. Avoid if allergic!,"Almond Milk, Cashew Cream, Soy Milk"
Aloo Paratha,"Gluten, Peanuts","Gluten, Peanuts",High Risk,"⚠️ High Risk: Contains Gluten, Peanuts. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Sunflower Butter, Almond Butter"
Fish Curry,"Tree Nuts, Peanuts, Shellfish","Tree Nuts, Peanuts, Shellfish",High Risk,"⚠️ High Risk: Contains Tree Nuts, Peanuts, Shellfish. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Sunflower Butter, Almond Butter, Mushrooms, Tofu"
Idli Sambar,Peanuts,Peanuts,Medium Risk,⚠️ Medium Risk: Contains Peanuts. Avoid if allergic!,"Sunflower Butter, Almond Butter"
Rajma Chawal,"Peanuts, Shellfish, Milk","Peanuts, Shellfish, Milk",High Risk,"⚠️ High Risk: Contains Peanuts, Shellfish, Milk. Avoid if allergic!","Sunflower Butter, Almond Butter, Mushrooms, Tofu, Almond Milk, Cashew Cream, Soy Milk"
Shrimp Fried Rice,"Gluten, Shellfish, Milk","Gluten, Shellfish, Milk",High Risk,"⚠️ High Risk: Contains Gluten, Shellfish, Milk. Avoid if allergic!","Gluten-Free Wrap, Rice Paper, Mushrooms, Tofu, Almond Milk, Cashew Cream, Soy Milk"
Rajma Chawal,Tree Nuts,Tree Nuts,Medium Risk,⚠️ Medium Risk: Contains Tree Nuts. Avoid if allergic!,"Seeds (Sunflower, Pumpkin)"
Kung Pao Chicken,Soy,Soy,Medium Risk,⚠️ Medium Risk: Contains Soy. Avoid if allergic!,"Coconut Aminos, Tamari Sauce"
Momos,Tree Nuts,Tree Nuts,Medium Risk,⚠️ Medium Risk: Contains Tree Nuts. Avoid if allergic!,"Seeds (Sunflower, Pumpkin)"
Mapo Tofu,"Tree Nuts, Eggs","Tree Nuts, Eggs",High Risk,"⚠️ High Risk: Contains Tree Nuts, Eggs. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Chia Seeds, Flaxseeds"
Veg Hakka Noodles,"Peanuts, Soy, Gluten","Peanuts, Soy, Gluten",High Risk,"⚠️ High Risk: Contains Peanuts, Soy, Gluten. Avoid if allergic!","Sunflower Butter, Almond Butter, Coconut Aminos, Tamari Sauce, Gluten-Free Wrap, Rice Paper"
Idli Sambar,"Tree Nuts, Shellfish, Gluten","Tree Nuts, Shellfish, Gluten",High Risk,"⚠️ High Risk: Contains Tree Nuts, Shellfish, Gluten. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Mushrooms, Tofu, Gluten-Free Wrap, Rice Paper"
Rasgulla,"Tree Nuts, Peanuts, Wheat","Tree Nuts, Peanuts, Wheat",High Risk,"⚠️ High Risk: Contains Tree Nuts, Peanuts, Wheat. Avoid if allergic!","Seeds (Sunflower, Pumpkin), Sunflower Butter, Almond Butter, Gluten-Free Flour, Rice Flour"
